target,predictor,lag,E,final_rho,slope,improvement,p_value,significant,passed
SPI_1M,Precipitation_1M,0,2,0.7822758000000001,4.922370448179296e-05,0.044996900000000006,0.0,True,True
SPI_1M,Precipitation_1M,1,2,0.05817629999999999,9.466057422969188e-05,0.05121529999999999,0.0,True,True
SPI_1M,Precipitation_1M,2,2,-0.04756710000000001,-8.426880252100843e-05,-0.04368140000000001,1.0,False,False
SPI_1M,Precipitation_1M,3,2,0.021191300000000003,4.28670168067227e-05,0.032461000000000004,0.4,False,False
SPI_1M,Precipitation_1M,4,2,-0.0946502,-0.00013376628151260506,-0.0796999,0.8,False,False
SPI_1M,Precipitation_1M,5,2,-0.0570247,-7.980616246498602e-05,-0.0529858,0.8,False,False
SPI_1M,Precipitation_1M,6,2,0.0060643,-6.853854314002844e-06,-0.004455800000000001,0.4,False,False
SPI_1M,Precipitation_1M,7,2,-0.056000999999999995,-7.626188118811882e-05,-0.0472885,0.6,False,False
SPI_1M,Precipitation_1M,8,2,-0.04324060000000001,-6.0030940594059386e-05,-0.03404650000000001,0.4,False,False
SPI_1M,Precipitation_1M,9,2,-0.017463199999999998,-1.0465770862800557e-05,-0.013664999999999998,0.4,False,False
SPI_1M,Precipitation_1M,10,2,0.0077317,2.1652510608203694e-05,0.021144800000000002,0.8,False,False
SPI_1M,Precipitation_1M,11,2,-0.0185521,-3.6920579915134345e-05,-0.019576999999999997,0.4,False,False
SPI_1M,Precipitation_1M,12,2,0.0157224,1.0323785714285722e-05,0.0085,0.2,False,False
SPI_1M,Precipitation_3M,0,2,0.2642866,1.607531512605033e-05,0.01969469999999998,0.0,True,True
SPI_1M,Precipitation_3M,1,2,-0.0014144999999999997,6.821288515406162e-06,0.0067074,0.2,False,False
SPI_1M,Precipitation_3M,2,2,-0.0529616,-9.880815826330535e-05,-0.0515727,1.0,False,False
SPI_1M,Precipitation_3M,3,2,-0.07671180000000001,-0.00012058890056022414,-0.0717369,0.6,False,False
SPI_1M,Precipitation_3M,4,2,-0.06016380000000001,-0.00010678291316526616,-0.0655956,0.8,False,False
SPI_1M,Precipitation_3M,5,2,0.0038263999999999998,-8.343277310924374e-06,-0.006437300000000001,0.4,False,False
SPI_1M,Precipitation_3M,6,2,-0.0040492,-1.612765205091939e-05,-0.014140900000000005,0.6,False,False
SPI_1M,Precipitation_3M,7,2,-0.061317100000000006,-9.216417963224892e-05,-0.05967220000000001,0.8,False,False
SPI_1M,Precipitation_3M,8,2,-0.0773756,-0.00012353698727015554,-0.0737424,0.4,False,False
SPI_1M,Precipitation_3M,9,2,-0.0053138,-2.7099045261669e-05,-0.014160799999999998,0.4,False,False
SPI_1M,Precipitation_3M,10,2,0.015554199999999997,1.076729137199435e-05,0.010302699999999998,0.4,False,False
SPI_1M,Precipitation_3M,11,2,0.0222401,3.4237128712871264e-05,0.0181779,0.4,False,False
SPI_1M,Precipitation_3M,12,2,0.04258569999999999,8.253024999999996e-05,0.053255099999999986,0.2,False,False
SPI_1M,Precipitation_6M,0,2,0.06989379999999999,-9.801733193277317e-05,-0.0514386,0.0,True,False
SPI_1M,Precipitation_6M,1,2,-0.1068088,-0.00016176645658263307,-0.0967924,1.0,False,False
SPI_1M,Precipitation_6M,2,2,-0.07637189999999999,-0.00011597370448179276,-0.06470169999999999,1.0,False,False
SPI_1M,Precipitation_6M,3,2,-0.023257999999999997,-2.905203081232495e-05,-0.020509799999999998,0.4,False,False
SPI_1M,Precipitation_6M,4,2,-0.0351461,-6.39340336134454e-05,-0.0454367,0.8,False,False
SPI_1M,Precipitation_6M,5,2,-0.042579200000000005,-6.480686274509806e-05,-0.0407505,0.8,False,False
SPI_1M,Precipitation_6M,6,2,-0.0568223,-0.00011688055162659119,-0.06521930000000001,1.0,False,False
SPI_1M,Precipitation_6M,7,2,-0.02868740000000001,-6.671623055162655e-05,-0.03676640000000001,0.6,False,False
SPI_1M,Precipitation_6M,8,2,-0.0061431,-1.4023514851485122e-05,-0.004991700000000001,0.0,True,False
SPI_1M,Precipitation_6M,9,2,0.0678416,0.00010696658415841582,0.0651346,0.0,True,True
SPI_1M,Precipitation_6M,10,2,0.05881170000000001,9.099890381895333e-05,0.05808110000000001,0.2,False,False
SPI_1M,Precipitation_6M,11,2,0.0209781,4.678971004243281e-05,0.0280393,0.2,False,False
SPI_1M,Precipitation_6M,12,2,0.006527399999999999,1.8893499999999998e-05,0.0091469,0.2,False,False
SPI_1M,Temperature_1M,0,2,-0.010797500000000002,1.7367647058823462e-06,-0.0007643000000000025,0.6,False,False
SPI_1M,Temperature_1M,1,2,-0.0661749,-8.135658263305327e-05,-0.04828269999999999,1.0,False,False
SPI_1M,Temperature_1M,2,2,-0.036232299999999995,-3.1355742296918764e-05,-0.018491499999999994,0.4,False,False
SPI_1M,Temperature_1M,3,2,-0.022493799999999994,-3.652615546218486e-05,-0.024241599999999995,0.2,False,False
SPI_1M,Temperature_1M,4,2,-0.026460799999999996,-5.1523669467787116e-05,-0.026480099999999996,0.4,False,False
SPI_1M,Temperature_1M,5,2,-0.0046976,-2.3735014005602256e-05,-0.014893599999999998,0.6,False,False
SPI_1M,Temperature_1M,6,2,-0.0174472,-1.48265205091938e-05,-0.0118383,0.8,False,False
SPI_1M,Temperature_1M,7,2,-0.019137599999999998,-1.4833804809054285e-07,-0.004092999999999999,0.2,False,False
SPI_1M,Temperature_1M,8,2,-0.0465416,-5.884455445544551e-05,-0.031061400000000003,0.0,True,False
SPI_1M,Temperature_1M,9,2,-0.046489600000000006,-7.639349363507775e-05,-0.04232350000000001,0.4,False,False
SPI_1M,Temperature_1M,10,2,-0.014394200000000001,-4.27222065063649e-05,-0.019390400000000002,0.4,False,False
SPI_1M,Temperature_1M,11,2,-0.0184477,-3.966276520509194e-05,-0.024277700000000003,1.0,False,False
SPI_1M,Temperature_1M,12,2,-0.0133389,2.3311428571428266e-06,-0.00012100000000000131,0.2,False,False
SPI_1M,Temperature_3M,0,2,-0.05159260000000001,-5.907426470588238e-05,-0.03929830000000001,1.0,False,False
SPI_1M,Temperature_3M,1,2,-0.0504327,-5.752601540616247e-05,-0.0338799,1.0,False,False
SPI_1M,Temperature_3M,2,2,-0.028203999999999996,-4.7969222689075636e-05,-0.026197299999999996,0.4,False,False
SPI_1M,Temperature_3M,3,2,-0.0164433,-3.493340336134454e-05,-0.017734700000000003,0.2,False,False
SPI_1M,Temperature_3M,4,2,-0.011114099999999998,-2.6361134453781524e-05,-0.0148107,0.6,False,False
SPI_1M,Temperature_3M,5,2,-0.014455099999999999,-1.2647338935574235e-05,-0.013131199999999999,0.2,False,False
SPI_1M,Temperature_3M,6,2,-0.032421099999999994,-2.0682850070721354e-05,-0.016598899999999996,0.2,False,False
SPI_1M,Temperature_3M,7,2,-0.04958289999999999,-5.517397454031113e-05,-0.03183579999999999,0.0,True,False
SPI_1M,Temperature_3M,8,2,-0.0426578,-6.320495049504946e-05,-0.03306440000000001,0.2,False,False
SPI_1M,Temperature_3M,9,2,-0.018224100000000003,-4.594119519094764e-05,-0.0235459,0.8,False,False
SPI_1M,Temperature_3M,10,2,-0.011118999999999999,-2.9756152758132957e-05,-0.018039,1.0,False,False
SPI_1M,Temperature_3M,11,2,-0.020930100000000004,-1.2584476661951934e-05,-0.016068900000000004,0.6,False,False
SPI_1M,Temperature_3M,12,2,-0.0280961,-1.6729857142857144e-05,-0.014325399999999999,0.2,False,False
SPI_1M,Temperature_6M,0,2,-0.05195930000000001,-6.413116246498602e-05,-0.037859300000000005,0.2,False,False
SPI_1M,Temperature_6M,1,2,-0.027547600000000005,-5.285486694677873e-05,-0.024102600000000005,0.0,True,False
SPI_1M,Temperature_6M,2,2,-0.00992,-2.7019852941176472e-05,-0.0162284,0.4,False,False
SPI_1M,Temperature_6M,3,2,-0.010459000000000003,-8.41281512605043e-06,-0.007173600000000002,0.8,False,False
SPI_1M,Temperature_6M,4,2,-0.0394459,-4.518837535014009e-05,-0.033215,0.8,False,False
SPI_1M,Temperature_6M,5,2,-0.056732199999999997,-5.76387605042017e-05,-0.039824,0.4,False,False
SPI_1M,Temperature_6M,6,2,-0.052367,-7.299105374823189e-05,-0.0427942,0.6,False,False
SPI_1M,Temperature_6M,7,2,-0.03286000000000001,-5.8672878359264476e-05,-0.03245580000000001,0.8,False,False
SPI_1M,Temperature_6M,8,2,-0.0084322,-1.563956859971711e-05,-0.0073282,0.6,False,False
SPI_1M,Temperature_6M,9,2,0.0007945,5.348338048090508e-06,0.0020214,0.6,False,False
SPI_1M,Temperature_6M,10,2,-0.026427099999999995,-1.8511775106082036e-05,-0.019033199999999993,0.4,False,False
SPI_1M,Temperature_6M,11,2,-0.041775200000000005,-5.518935643564356e-05,-0.03104600000000001,0.0,True,False
SPI_1M,Temperature_6M,12,2,-0.029902,-3.35705357142857e-05,-0.0141679,0.0,True,False
